Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
58.0,0,3,8.0,3,2,2,3.0,4,4.0,1,5.0,0,4,1,0.0,0,17705.0,0
45.0,0,1,13.0,2,2,3,3.0,3,5.0,1,2.0,0,1,1,0.0,3,20210.0,0
35.0,0,1,10.0,2,2,3,4.0,1,3.0,3,2.0,0,1,1,1.0,2,26434.0,0
40.0,1,3,28.0,2,2,3,5.0,1,3.0,0,5.0,1,1,0,2.0,2,24798.0,0
40.0,1,1,,2,1,2,3.0,1,5.0,1,3.0,0,1,1,1.0,2,,0
33.0,1,1,8.0,2,1,2,3.0,0,5.0,0,1.0,0,3,1,0.0,1,17707.0,1
30.0,0,1,7.0,1,2,3,4.0,1,3.0,0,3.0,0,3,0,2.0,2,22997.0,0
48.0,1,3,8.0,3,2,2,2.0,1,4.0,0,4.0,0,3,1,0.0,2,23120.0,0
50.0,1,1,27.0,3,1,4,4.0,1,5.0,0,3.0,0,2,1,3.0,2,25245.0,0
30.0,1,3,30.0,2,1,3,5.0,3,5.0,0,3.0,0,3,0,1.0,3,26014.0,1
51.0,1,1,16.0,2,2,4,4.0,0,3.0,0,6.0,0,5,1,1.0,1,21058.0,0
31.0,1,1,35.0,3,1,4,4.0,1,3.0,0,3.0,0,3,0,3.0,2,24453.0,0
48.0,1,1,,2,2,3,4.0,1,3.0,2,3.0,0,2,0,0.0,2,,0
20.0,1,3,28.0,2,2,3,5.0,0,4.0,2,3.0,1,1,1,2.0,1,20799.0,1
35.0,0,1,31.0,2,1,3,3.0,0,4.0,1,2.0,1,3,1,1.0,1,17022.0,1
44.0,1,3,23.0,3,1,4,4.0,4,3.0,0,7.0,1,3,0,,0,34742.0,0
41.0,1,1,27.0,1,2,4,4.0,3,3.0,0,6.0,0,3,1,2.0,3,29000.0,0
53.0,1,1,15.0,3,2,3,5.0,1,4.0,0,4.0,0,2,1,2.0,2,23619.0,1
47.0,1,1,8.0,2,1,2,3.0,4,3.0,0,2.0,1,4,1,0.0,0,31752.0,0
47.0,1,1,10.0,2,1,3,4.0,3,4.0,1,1.0,1,4,1,2.0,3,25333.0,0
29.0,1,1,6.0,2,2,2,3.0,1,5.0,1,1.0,0,3,1,0.0,2,20373.0,0
37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,1,3.0,1,23356.0,0
36.0,0,1,10.0,2,2,3,,0,3.0,1,3.0,0,1,1,2.0,1,19959.0,0
28.0,1,3,9.0,3,0,3,2.0,1,3.0,3,2.0,0,1,0,2.0,2,25178.0,0
29.0,1,1,9.0,3,2,3,4.0,3,3.0,1,2.0,0,1,0,2.0,3,26935.0,0
45.0,0,1,31.0,3,2,3,6.0,0,3.0,3,4.0,0,3,0,2.0,1,22386.0,0
50.0,1,1,11.0,3,2,3,5.0,2,3.0,1,,0,3,0,2.0,4,37389.0,0
20.0,1,1,16.0,2,2,3,4.0,0,5.0,2,3.0,0,3,0,1.0,1,21230.0,0
48.0,1,1,6.0,2,2,3,4.0,2,3.0,2,7.0,0,3,1,0.0,4,33265.0,0
36.0,1,1,7.0,2,1,3,2.0,0,3.0,2,5.0,0,3,1,2.0,1,21184.0,0
44.0,0,1,6.0,3,2,2,3.0,0,4.0,1,2.0,1,3,1,1.0,1,17342.0,1
28.0,1,1,6.0,1,2,2,3.0,0,5.0,2,3.0,0,4,0,0.0,1,17080.0,0
47.0,1,1,9.0,1,2,3,4.0,1,3.0,1,4.0,0,1,0,1.0,2,26057.0,0
42.0,0,3,18.0,2,2,2,3.0,4,5.0,2,1.0,1,5,1,1.0,0,28758.0,1
56.0,1,1,13.0,2,2,2,5.0,3,3.0,3,5.0,0,1,0,0.0,3,22260.0,0
38.0,1,1,17.0,2,2,4,2.0,0,3.0,3,5.0,0,4,1,3.0,1,23358.0,0
42.0,0,1,14.0,2,1,3,6.0,2,,1,3.0,0,4,1,1.0,4,38651.0,0
55.0,1,1,6.0,2,1,3,4.0,1,3.0,3,2.0,0,1,0,1.0,2,22458.0,0
40.0,0,3,30.0,2,0,3,1.0,4,4.0,3,5.0,1,3,1,2.0,0,28194.0,1
32.0,1,3,14.0,2,2,3,5.0,0,3.0,1,5.0,0,4,1,2.0,1,21007.0,0
33.0,1,1,15.0,3,1,4,2.0,1,3.0,0,7.0,0,3,1,3.0,2,23853.0,0
55.0,0,1,24.0,3,2,3,3.0,1,4.0,0,4.0,1,5,1,2.0,2,21385.0,0
36.0,1,1,25.0,2,2,3,2.0,1,5.0,1,3.0,0,3,0,2.0,2,23886.0,0
32.0,0,3,,2,2,2,1.0,1,3.0,1,1.0,0,3,1,0.0,2,19707.0,1
44.0,1,1,19.0,2,2,3,5.0,4,4.0,1,3.0,0,3,1,2.0,0,33014.0,0
27.0,1,1,30.0,2,1,3,4.0,0,3.0,1,3.0,0,3,1,2.0,1,21564.0,0
55.0,1,1,16.0,2,1,4,4.0,1,3.0,1,5.0,0,5,0,2.0,2,21575.0,0
20.0,1,1,16.0,3,2,2,3.0,0,3.0,2,2.0,1,5,0,0.0,1,16009.0,1
35.0,1,1,6.0,3,2,1,4.0,0,3.0,2,2.0,0,4,1,0.0,1,17859.0,0
32.0,1,2,29.0,2,2,3,6.0,0,3.0,1,3.0,0,1,0,2.0,1,28530.0,1
38.0,1,3,8.0,3,1,3,5.0,1,3.0,1,3.0,1,3,0,0.0,2,20405.0,0
61.0,1,3,23.0,3,2,3,4.0,1,5.0,3,2.0,0,4,1,2.0,2,24083.0,0
55.0,0,1,14.0,3,2,2,4.0,4,4.0,1,2.0,1,3,1,1.0,0,28577.0,0
55.0,1,1,7.0,3,1,3,4.0,4,3.0,2,,0,4,1,2.0,0,36006.0,0
31.0,1,3,22.0,3,2,4,5.0,3,5.0,1,4.0,0,1,0,3.0,3,25818.0,0
39.0,1,1,24.0,2,1,4,5.0,3,3.0,1,2.0,0,1,1,3.0,3,27501.0,0
34.0,1,1,20.0,2,1,3,4.0,0,3.0,3,5.0,0,3,1,1.0,1,22130.0,0
54.0,1,1,23.0,1,1,2,3.0,3,3.0,1,1.0,0,5,0,0.0,3,25739.0,0
26.0,1,3,11.0,3,2,3,5.0,1,5.0,1,3.0,0,3,1,2.0,2,22934.0,0
55.0,0,1,8.0,3,2,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0,0
47.0,1,1,11.0,2,2,2,3.0,2,3.0,0,5.0,0,2,0,1.0,4,33300.0,0
42.0,0,1,14.0,2,2,3,3.0,2,3.0,1,2.0,0,5,1,1.0,4,33430.0,0
32.0,1,1,9.0,2,0,2,3.0,3,3.0,3,4.0,0,1,1,0.0,3,26159.0,0
,1,2,6.0,2,1,2,3.0,0,5.0,2,7.0,0,5,1,0.0,1,18423.0,0
,0,1,8.0,2,2,3,3.0,1,3.0,2,3.0,0,4,1,2.0,2,,0
24.0,1,1,11.0,3,2,3,2.0,0,5.0,1,4.0,0,4,0,2.0,1,21497.0,0
19.0,1,1,31.0,2,1,2,1.0,0,3.0,2,2.0,1,5,1,0.0,1,17994.0,0
32.0,1,1,7.0,3,2,3,4.0,0,4.0,2,3.0,0,3,0,1.0,1,21179.0,0
34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,1,0.0,1,17311.0,0
27.0,0,1,9.0,3,2,3,4.0,0,3.0,1,2.0,1,2,0,2.0,1,17566.0,0
35.0,0,1,17.0,3,2,3,4.0,3,5.0,1,3.0,1,5,1,2.0,3,24884.0,0
42.0,1,1,30.0,3,2,2,3.0,3,5.0,0,2.0,1,2,1,1.0,3,22406.0,0
33.0,1,3,13.0,3,2,3,4.0,1,3.0,3,3.0,0,5,1,1.0,2,23688.0,0
34.0,0,3,7.0,2,1,3,2.0,1,5.0,1,4.0,0,3,0,2.0,2,24054.0,0
33.0,0,1,36.0,3,1,4,4.0,0,3.0,3,2.0,0,3,1,3.0,1,22703.0,0
18.0,0,1,20.0,3,1,2,3.0,0,3.0,2,2.0,0,5,1,0.0,1,16514.0,0
40.0,1,3,9.0,2,2,3,2.0,3,3.0,3,2.0,0,2,1,2.0,3,26558.0,0
53.0,1,1,8.0,1,1,3,4.0,3,3.0,1,1.0,0,5,1,2.0,3,25169.0,1
42.0,1,2,17.0,2,2,4,5.0,2,3.0,1,,0,1,1,2.0,4,37819.0,0
41.0,1,1,9.0,3,2,4,4.0,0,3.0,1,4.0,0,1,0,1.0,1,21023.0,0
42.0,1,1,19.0,3,2,3,1.0,1,5.0,1,6.0,0,4,1,0.0,2,20538.0,0
42.0,1,1,21.0,2,2,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0,0
23.0,1,1,7.0,2,2,3,5.0,1,3.0,1,8.0,0,1,1,2.0,2,23453.0,0
37.0,1,3,20.0,3,2,4,5.0,1,5.0,1,7.0,1,1,1,1.0,2,24812.0,1
29.0,1,1,9.0,3,2,3,6.0,0,3.0,1,7.0,1,3,1,2.0,1,22142.0,1
33.0,0,3,15.0,3,0,3,4.0,3,3.0,3,3.0,0,4,1,2.0,3,27676.0,0
21.0,1,1,10.0,2,2,3,5.0,0,3.0,3,3.0,0,3,0,2.0,1,21711.0,0
41.0,0,3,9.0,3,2,4,4.0,1,4.0,0,7.0,0,4,1,3.0,2,23005.0,0
48.0,0,3,10.0,3,1,3,4.0,4,3.0,1,2.0,1,5,1,1.0,0,32448.0,0
39.0,1,1,7.0,1,1,4,4.0,3,5.0,0,3.0,0,4,1,3.0,3,32260.0,0
39.0,1,3,9.0,3,1,2,3.0,1,3.0,0,5.0,1,4,1,1.0,2,20238.0,1
27.0,1,3,,2,2,3,3.0,1,3.0,2,2.0,1,4,0,1.0,2,,0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,1,2.0,2,23246.0,0
60.0,1,3,22.0,3,2,2,3.0,1,5.0,2,1.0,0,4,1,1.0,2,20405.0,0
27.0,0,1,16.0,2,2,2,3.0,3,5.0,1,2.0,0,3,0,1.0,3,23793.0,0
42.0,1,1,6.0,2,1,3,3.0,0,5.0,1,4.0,0,3,0,2.0,1,17576.0,0
28.0,1,1,11.0,2,1,4,4.0,0,3.0,2,3.0,0,1,0,1.0,1,20996.0,0
31.0,1,1,8.0,2,2,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0,0
37.0,1,1,31.0,3,1,2,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20731.0,0
36.0,1,1,16.0,2,1,4,5.0,3,3.0,0,3.0,1,4,1,2.0,3,29363.0,0
31.0,1,3,15.0,2,2,4,4.0,3,3.0,1,7.0,0,3,1,1.0,3,25942.0,0
37.0,1,1,11.0,2,2,3,5.0,1,3.0,3,3.0,0,5,1,2.0,2,24488.0,0
,1,1,14.0,3,2,3,4.0,0,3.0,2,2.0,1,4,1,2.0,1,,1
31.0,1,3,9.0,1,2,4,4.0,0,4.0,1,3.0,0,3,1,1.0,1,21154.0,0
49.0,1,3,23.0,2,1,4,4.0,1,3.0,1,2.0,0,4,1,1.0,2,25117.0,0
33.0,1,1,12.0,2,2,3,5.0,1,3.0,3,2.0,0,1,0,2.0,2,28357.0,0
36.0,1,1,20.0,2,2,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0,0
30.0,0,1,21.0,2,0,3,4.0,3,3.0,3,2.0,1,5,1,1.0,3,26231.0,1
27.0,1,1,8.0,2,1,2,3.0,1,3.0,1,1.0,0,5,1,0.0,2,,0
,1,1,5.0,2,1,2,3.0,1,3.0,2,1.0,0,1,0,0.0,2,,0
,1,1,21.0,2,1,2,4.0,1,3.0,2,1.0,1,1,1,1.0,2,,0
21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,1,0.0,1,16416.0,1
42.0,1,1,8.0,3,2,2,3.0,4,5.0,0,1.0,0,3,1,1.0,0,32665.0,0
35.0,1,3,10.0,2,0,3,6.0,1,3.0,3,7.0,0,1,1,1.0,2,24707.0,0
,1,3,29.0,3,1,2,4.0,1,3.0,0,1.0,1,2,1,0.0,2,,0
51.0,0,3,15.0,1,2,3,4.0,1,3.0,0,5.0,1,5,1,1.0,2,25474.0,1
45.0,1,1,9.0,2,1,4,2.0,0,3.0,0,3.0,0,4,1,1.0,1,20689.0,0
31.0,1,3,8.0,2,2,3,3.0,1,3.0,3,5.0,1,5,1,1.0,2,21582.0,0
22.0,1,3,14.0,3,2,3,4.0,0,4.0,3,3.0,0,5,1,2.0,1,21357.0,1
45.0,1,1,15.0,2,2,4,2.0,0,3.0,1,4.0,1,3,1,1.0,1,21496.0,0
40.0,1,3,31.0,3,2,2,4.0,3,4.0,3,3.0,1,5,0,1.0,3,24094.0,1
42.0,1,1,10.0,1,2,2,3.0,2,3.0,1,2.0,0,1,0,0.0,4,34232.0,0
44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0,1
,0,1,15.0,3,2,2,3.0,0,4.0,1,1.0,1,4,0,0.0,1,18617.0,0
28.0,1,1,30.0,3,2,2,3.0,0,4.0,1,2.0,1,1,0,0.0,1,17408.0,1
51.0,0,3,8.0,3,2,2,3.0,3,4.0,0,3.0,0,4,0,0.0,3,25596.0,0
60.0,0,2,9.0,2,1,3,5.0,2,3.0,0,,0,2,1,2.0,4,37522.0,0
43.0,0,1,13.0,3,2,2,2.0,0,3.0,1,5.0,0,4,0,1.0,1,17089.0,0
35.0,1,2,10.0,2,2,3,4.0,0,3.0,0,2.0,0,2,1,2.0,1,22415.0,0
34.0,0,3,14.0,2,1,2,4.0,1,4.0,0,2.0,0,4,1,1.0,2,22980.0,0
32.0,1,1,11.0,2,2,2,4.0,1,3.0,3,1.0,0,1,0,1.0,2,24679.0,0
44.0,0,1,14.0,3,2,3,3.0,0,3.0,1,6.0,0,4,0,2.0,1,20767.0,0
40.0,1,3,32.0,3,2,3,3.0,1,5.0,0,2.0,0,2,1,1.0,2,23396.0,0
37.0,1,1,9.0,3,2,4,4.0,0,3.0,2,6.0,0,5,1,2.0,1,21197.0,0
54.0,1,3,15.0,3,2,4,4.0,4,3.0,0,7.0,0,3,0,3.0,0,30514.0,0
45.0,0,3,7.0,3,1,4,4.0,1,3.0,0,2.0,0,4,1,2.0,2,23446.0,0
55.0,1,3,9.0,2,1,3,5.0,3,3.0,0,8.0,0,5,1,1.0,3,29364.0,0
37.0,1,1,6.0,2,1,2,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17115.0,0
27.0,1,1,14.0,3,1,3,5.0,3,5.0,1,2.0,1,4,1,2.0,3,21553.0,1
47.0,1,1,8.0,3,1,3,3.0,1,3.0,1,6.0,0,2,0,1.0,2,20070.0,0
36.0,1,1,23.0,2,2,4,4.0,3,3.0,1,6.0,1,1,0,1.0,3,26310.0,0
44.0,0,1,23.0,2,2,3,5.0,0,3.0,2,3.0,0,4,1,1.0,1,17290.0,0
38.0,1,3,13.0,3,2,4,4.0,1,3.0,0,6.0,0,3,0,1.0,2,25180.0,0
43.0,1,1,20.0,2,2,3,3.0,4,5.0,1,7.0,0,5,1,1.0,0,32159.0,0
51.0,1,1,35.0,2,1,3,4.0,4,5.0,0,6.0,1,5,0,,0,35558.0,0
38.0,0,1,16.0,3,2,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0,0
41.0,0,3,16.0,3,2,2,5.0,1,4.0,2,2.0,0,1,1,0.0,2,21151.0,0
22.0,0,3,7.0,1,1,4,5.0,0,4.0,2,3.0,1,5,1,3.0,1,20852.0,1
33.0,0,1,,3,1,2,4.0,1,3.0,2,2.0,0,5,1,0.0,2,19508.0,1
37.0,1,1,10.0,2,2,2,3.0,0,3.0,0,1.0,1,5,1,1.0,1,17996.0,0
41.0,1,3,33.0,3,2,4,4.0,1,5.0,0,3.0,0,2,1,2.0,2,27074.0,0
28.0,1,1,14.0,2,1,3,3.0,0,3.0,2,2.0,0,4,1,1.0,1,18310.0,0
36.0,1,1,11.0,2,2,4,4.0,0,3.0,1,3.0,0,4,1,2.0,1,20629.0,0
39.0,0,1,5.0,3,2,2,4.0,2,3.0,0,2.0,0,5,1,1.0,4,34272.0,0
28.0,0,1,10.0,3,2,4,5.0,0,3.0,1,3.0,1,2,0,3.0,1,21244.0,0
36.0,0,1,15.0,2,2,3,1.0,0,4.0,1,2.0,0,5,1,0.0,1,17810.0,0
29.0,1,3,26.0,3,2,2,3.0,1,3.0,1,3.0,0,1,1,0.0,2,21931.0,0
50.0,0,1,28.0,3,2,2,5.0,4,3.0,2,2.0,1,1,1,1.0,0,29411.0,0
47.0,1,2,12.0,3,2,4,4.0,1,4.0,1,2.0,1,5,0,2.0,2,23699.0,0
38.0,1,1,21.0,2,2,3,4.0,3,3.0,1,1.0,1,5,1,1.0,3,26510.0,0
32.0,1,3,23.0,3,2,4,4.0,3,3.0,1,4.0,0,5,1,1.0,3,26839.0,1
41.0,0,1,16.0,2,2,3,4.0,4,5.0,1,5.0,0,2,1,0.0,0,32181.0,0
19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,2,0,1.0,1,17121.0,1
42.0,0,1,29.0,2,1,4,4.0,1,3.0,1,5.0,1,5,0,1.0,2,24145.0,0
38.0,0,2,16.0,2,2,3,3.0,1,3.0,1,4.0,0,3,0,2.0,2,21077.0,0
35.0,0,1,10.0,2,2,2,4.0,0,3.0,0,2.0,0,2,1,0.0,1,17376.0,0
58.0,1,1,13.0,3,1,2,4.0,3,5.0,0,1.0,1,4,1,0.0,3,25008.0,1
34.0,1,1,20.0,2,1,3,4.0,0,3.0,3,5.0,0,3,1,1.0,1,22130.0,0
34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,5,0,0.0,3,26994.0,0
26.0,1,1,8.0,3,2,2,1.0,1,3.0,1,2.0,0,3,1,1.0,2,20472.0,0
37.0,1,1,13.0,2,2,3,4.0,0,3.0,0,2.0,0,5,1,2.0,1,21888.0,0
43.0,1,1,,2,1,2,3.0,1,4.0,1,5.0,0,3,1,0.0,2,19765.0,0
35.0,0,1,24.0,2,2,2,3.0,3,3.0,3,3.0,0,3,0,0.0,3,24362.0,0
50.0,1,1,13.0,3,1,2,4.0,2,3.0,1,6.0,1,4,1,1.0,4,33740.0,0
26.0,0,1,,3,2,2,3.0,1,5.0,0,2.0,1,3,1,1.0,2,19741.0,0
33.0,0,3,14.0,2,1,2,4.0,0,3.0,2,1.0,0,1,0,1.0,1,17342.0,0
41.0,0,1,16.0,3,2,3,4.0,0,4.0,1,2.0,1,4,0,1.0,1,22295.0,0
42.0,0,1,,2,1,3,3.0,1,3.0,1,3.0,0,3,1,1.0,2,19556.0,0
37.0,0,1,13.0,2,2,4,2.0,1,5.0,1,5.0,1,4,1,2.0,2,24240.0,0
36.0,1,2,15.0,1,2,4,4.0,0,3.0,3,3.0,0,5,0,2.0,1,23001.0,0
53.0,1,1,30.0,3,2,2,1.0,3,3.0,1,4.0,0,3,0,1.0,3,22005.0,0
48.0,1,3,8.0,3,2,2,1.0,1,4.0,1,4.0,0,3,0,1.0,2,23120.0,0
34.0,1,1,12.0,3,2,2,3.0,0,5.0,2,3.0,0,2,1,1.0,1,17960.0,1
32.0,0,1,22.0,3,2,4,4.0,0,3.0,1,3.0,0,4,1,1.0,1,21288.0,1
40.0,1,3,12.0,1,2,3,4.0,1,3.0,1,5.0,0,1,0,1.0,2,20764.0,1
54.0,1,3,13.0,3,2,3,4.0,1,3.0,1,4.0,1,5,0,2.0,2,20984.0,0
26.0,0,1,8.0,2,2,2,3.0,0,5.0,0,7.0,1,5,1,0.0,1,17042.0,1
44.0,1,1,,2,2,2,3.0,1,3.0,2,2.0,0,5,1,1.0,2,19541.0,0
32.0,0,1,7.0,2,1,4,4.0,1,5.0,1,3.0,0,5,1,1.0,2,22826.0,0
58.0,1,1,29.0,2,2,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17372.0,0
41.0,1,1,31.0,1,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0,0
41.0,1,1,22.0,2,1,4,5.0,3,3.0,1,3.0,0,1,1,2.0,3,29113.0,0
,0,1,8.0,2,1,2,4.0,0,5.0,2,3.0,1,3,0,0.0,1,18506.0,1
30.0,1,3,17.0,3,2,3,4.0,0,4.0,1,3.0,0,1,1,1.0,1,20975.0,0
43.0,0,2,15.0,2,1,4,5.0,0,3.0,1,,0,5,1,2.0,1,36539.0,1
32.0,1,1,7.0,3,2,3,4.0,0,4.0,2,3.0,0,3,1,1.0,1,21179.0,0
30.0,0,1,10.0,1,2,2,3.0,0,3.0,2,19.0,1,4,1,1.0,1,17285.0,1
26.0,1,3,15.0,2,1,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23585.0,0
41.0,1,1,17.0,2,1,3,2.0,0,3.0,1,5.0,1,3,0,2.0,1,20891.0,0
36.0,0,1,9.0,2,1,4,4.0,1,5.0,1,4.0,0,4,1,3.0,2,23771.0,0
60.0,1,3,22.0,3,2,2,3.0,1,5.0,2,1.0,0,4,1,0.0,2,20405.0,0
49.0,1,3,14.0,1,2,2,4.0,4,4.0,1,7.0,0,4,1,1.0,0,28120.0,0
37.0,0,1,10.0,3,2,2,4.0,0,4.0,2,6.0,0,4,1,1.0,1,20766.0,0
39.0,1,1,17.0,3,1,3,6.0,3,3.0,1,5.0,0,1,1,2.0,3,31884.0,0
45.0,0,1,31.0,3,1,2,3.0,2,4.0,2,4.0,0,4,1,1.0,4,33061.0,0
44.0,0,1,16.0,2,2,3,4.0,0,3.0,2,6.0,0,3,0,2.0,1,21116.0,0
53.0,0,1,32.0,3,1,3,5.0,4,3.0,1,5.0,0,5,0,2.0,0,32504.0,0
54.0,0,1,7.0,2,1,2,3.0,3,3.0,1,1.0,0,5,0,1.0,3,25502.0,0
30.0,1,3,26.0,2,2,4,5.0,1,3.0,1,3.0,0,4,1,1.0,2,27298.0,0
49.0,0,1,24.0,2,2,3,3.0,1,3.0,1,2.0,1,2,0,1.0,2,21804.0,0
29.0,1,3,,3,2,4,4.0,0,4.0,0,3.0,0,5,1,2.0,1,19730.0,0
29.0,0,1,30.0,2,2,3,4.0,0,3.0,2,2.0,1,3,1,2.0,1,17439.0,1
30.0,1,1,34.0,3,1,4,4.0,1,3.0,0,6.0,0,2,1,1.0,2,23013.0,0
35.0,1,3,31.0,3,1,3,5.0,1,4.0,3,2.0,1,5,1,1.0,2,23277.0,1
29.0,1,1,9.0,2,2,4,4.0,0,3.0,3,4.0,0,4,1,2.0,1,22163.0,1
37.0,1,1,6.0,1,1,2,3.0,3,3.0,3,5.0,0,5,1,0.0,3,22491.0,0
32.0,1,3,14.0,3,2,2,1.0,1,3.0,0,2.0,0,5,0,0.0,2,21209.0,0
30.0,1,1,8.0,2,2,3,3.0,0,4.0,3,2.0,0,3,0,0.0,1,26916.0,1
47.0,0,3,33.0,2,1,3,1.0,1,3.0,3,5.0,1,4,1,2.0,2,21397.0,1
36.0,1,3,8.0,3,2,3,4.0,3,3.0,1,2.0,0,1,1,1.0,3,22596.0,0
42.0,0,1,9.0,2,0,4,5.0,1,3.0,3,4.0,1,1,0,1.0,2,25489.0,0
48.0,1,1,9.0,3,1,4,4.0,1,3.0,1,7.0,0,2,0,2.0,2,23748.0,0
25.0,0,1,16.0,2,2,3,5.0,0,4.0,1,3.0,0,5,1,1.0,1,21372.0,0
32.0,1,1,8.0,2,2,3,3.0,0,4.0,2,2.0,0,3,1,1.0,1,16393.0,1
22.0,1,1,22.0,2,2,4,,0,3.0,2,3.0,0,3,1,2.0,1,19910.0,0
56.0,1,1,,2,1,3,3.0,0,5.0,1,5.0,1,4,1,1.0,1,,0
36.0,1,1,7.0,3,1,3,5.0,1,3.0,0,2.0,0,1,1,2.0,2,24041.0,0
40.0,0,1,9.0,2,1,3,5.0,0,5.0,3,4.0,1,3,0,1.0,1,22324.0,1
29.0,1,1,9.0,2,2,4,5.0,0,4.0,1,2.0,0,1,0,3.0,1,21879.0,0
41.0,1,3,9.0,2,1,4,4.0,2,3.0,0,,0,3,0,1.0,4,36719.0,0
32.0,1,1,8.0,3,1,3,1.0,1,3.0,2,1.0,0,3,0,0.0,2,20055.0,0
38.0,1,1,16.0,3,1,2,5.0,3,3.0,1,4.0,0,1,1,1.0,3,28206.0,0
27.0,0,1,10.0,1,2,4,4.0,0,5.0,3,2.0,0,3,0,3.0,1,21780.0,1
35.0,0,1,23.0,1,2,3,6.0,0,5.0,1,3.0,1,3,1,1.0,1,20985.0,1
36.0,1,1,13.0,2,2,4,4.0,0,3.0,0,2.0,1,3,1,2.0,1,22184.0,0
35.0,0,2,18.0,2,2,3,5.0,1,4.0,0,6.0,0,5,0,2.0,2,23168.0,0
38.0,1,1,20.0,3,2,3,4.0,1,3.0,1,3.0,0,1,0,1.0,2,22963.0,0
33.0,1,1,32.0,2,2,3,4.0,0,3.0,3,3.0,1,5,1,1.0,1,21473.0,1
48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,2.0,3,20381.0,1
30.0,1,3,,3,1,3,3.0,1,5.0,1,1.0,0,3,1,0.0,2,19779.0,0
40.0,0,3,34.0,2,2,2,5.0,3,5.0,1,4.0,0,5,0,1.0,3,25932.0,0
30.0,1,2,24.0,2,2,3,5.0,3,5.0,3,3.0,0,3,0,1.0,3,26666.0,0
33.0,1,1,36.0,2,1,3,5.0,0,4.0,3,3.0,0,3,1,1.0,1,21515.0,0
45.0,1,1,8.0,2,1,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,17274.0,0
29.0,1,3,9.0,3,1,3,4.0,1,4.0,0,3.0,1,3,1,1.0,2,23457.0,0
49.0,1,3,36.0,3,1,4,4.0,3,3.0,1,5.0,0,4,0,2.0,3,31182.0,0
58.0,1,1,29.0,3,1,3,3.0,3,3.0,0,2.0,0,3,1,0.0,3,25312.0,1
42.0,1,3,27.0,3,1,4,4.0,0,4.0,3,3.0,1,4,0,2.0,1,21818.0,1
38.0,1,1,17.0,2,1,3,2.0,3,3.0,1,3.0,1,1,0,2.0,3,32422.0,0
44.0,0,1,16.0,3,2,4,4.0,1,3.0,1,5.0,1,3,1,1.0,2,24357.0,0
54.0,0,3,9.0,3,1,3,5.0,3,4.0,0,4.0,0,2,0,2.0,3,26203.0,0
,0,2,8.0,2,2,3,4.0,1,3.0,2,2.0,0,3,1,0.0,2,,0
36.0,1,1,14.0,2,2,3,4.0,3,3.0,2,5.0,0,3,0,1.0,3,28899.0,0
26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0,0
39.0,1,3,16.0,3,2,4,5.0,0,4.0,1,2.0,0,4,0,3.0,1,21577.0,0
35.0,1,3,14.0,1,2,3,4.0,0,3.0,1,2.0,1,1,0,2.0,1,20986.0,0
45.0,0,1,31.0,2,2,3,4.0,0,3.0,1,5.0,1,5,0,2.0,1,21839.0,1
28.0,0,1,12.0,2,2,2,4.0,0,3.0,1,2.0,1,4,1,0.0,1,17703.0,0
32.0,1,1,12.0,2,2,2,3.0,0,3.0,2,4.0,0,1,0,1.0,1,18038.0,0
30.0,0,1,7.0,2,2,4,2.0,1,3.0,3,2.0,1,3,0,2.0,2,24972.0,0
36.0,1,1,7.0,2,1,3,2.0,0,3.0,2,5.0,0,3,0,1.0,1,21184.0,0
28.0,1,3,,2,2,2,4.0,1,5.0,0,2.0,0,4,1,0.0,2,19724.0,0
41.0,0,1,16.0,3,1,3,4.0,3,3.0,2,2.0,0,4,0,1.0,3,32177.0,0
51.0,0,3,19.0,2,2,3,4.0,1,3.0,2,5.0,1,3,1,2.0,2,35558.0,1
